business_name,address,city,category,rating,review_text,review_length,review_words
Shree Ashapura Bhajipav,"Shree Ashapura Bhajipav, 1,2,3 karmam avenue nr hirabhai tower opp surya city maninagar ahmedabad","Maninagar,Ahmedabad",restaurant,4.0,Very good food and good service. Would recommend.,49,8
Biryani Rooh-E-Khaas,"Biryani Rooh-e-khaas, ATR Raju Plaza, BEML Main Road, near 80 Feet Rd, Indiranagar, Bengaluru, Karnataka 560075","Indiranagar,Bangalore",restaurant,3.0,It was fine; price felt slightly high for the portion.,54,10
Babu Biriyani Center,"BABU BIRIYANI CENTER, No 1A/1, KOTHANOOR DINNE, NEAR B.K CIRCLE, JP NAGAR 8TH PHASE, BANGALORE","Arekere,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Cream N Cha,"Cream N Cha, 3277, 12th Main Junction, Opp to Infinitea, Near Doopenahalli Park, HAL 2nd stage, Double Road, Indiranagar, Bangalore, 560038","Indiranagar,Bangalore",restaurant,4.2,Enjoyed the meal — service could be a bit faster.,49,10
Chinu Peale,"Chinu Peale, Shreeaha no 251st main road kamala nagara,rajajinagara, Karnataka-560069 Cross Rd, Kirloskar Colony, Basaweshwara Nagar, Bengaluru, Karnataka 560079, India","Basaveshwaranagar,Bangalore",restaurant,3.0,Decent place but nothing special. Could improve.,48,7
Kebab Capital,"KEBAB CAPITAL, NO 103/77 SRINIVASA REDDY BUILDING  NEAR INFOSYS GATE NO 06 KONAPPANA  AGRAHARA ELECTRONIC CITY , Konappana  Agrahara , Bangalore South, Bangalore  Urban, Karnataka-560100","Electronic City,Bangalore",restaurant,5.0,Top-notch food and service. Best place in town.,47,8
Cha Angadi,"Cha Angadi, Shop 6 Ground floor of 126 7th Main 4th block Opposite of traffic police station Jayanagar  Bangalore 560011","Jayanagar,Bangalore",restaurant,5.0,Top-notch food and service. Best place in town.,47,8
The Bier Library,"The Bier Library, No 14, Patel Narayana Reddy Layout, 80 ft road, Koramangala 6th block. Bangalore-560095.","Koramangala,Bangalore",restaurant,4.5,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Ching'S House,"Ching's House, 1260, Survey 35/4, SJR Towers, 7th Phase, 24th Main Puttanhalli, JP Nagar, Bangalore - 560078","Arekere,Bangalore",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Zam Zam Restaurant,"Zam zam restaurant, 241, 13th Main Rd, Yarab Nagar, Teachers Colony, Banashankari, Bengaluru, Karnataka 560070, India","Kumaraswamy Layout & Uttarahalli,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Hokart - Sanjay Nagar Chat Street,"Hokart - Sanjay Nagar chat street, 14, Sanjay Nagar Main Rd, Postal Colony, Sanjaynagar, Bengaluru, Karnataka 560094, India","Sanjay Nagar, New BEL Road,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Karnataka Biriyani Spot,"Karnataka Biriyani Spot, 1/8 HOUSE OF HYDERABADI, M S R E college Road, Mathikere, opp shamukha Industries, Gokula 1st Stage, Mathikere, Bengaluru, Karnataka 560054, India","Sanjay Nagar, New BEL Road,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Lobster,"LOBSTER, #4C, 2nd Floor, 701, 1st block, 7th Main Road, HRBR Layout, Kalyan Nagar, Bangalore - 560043","Kammanahalli/Kalyan Nagar,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Kanti Sweets,"Kanti Sweets, No. 2/2, Vijayalakshmi Building , Siddapura, Varthur Main Road, Bengaluru. 560066","Whitefield,Bangalore",restaurant,4.4,Good experience overall. Worth a repeat visit.,46,7
Selena Food Center,"Selena Food Center, 397 16th main 7th Cross Btm layout 2nd stage Bangalore,560068","BTM,Bangalore",restaurant,2.8,"Food was okay, average experience.",34,5
Hyderabad Biryani Hotel,"Hyderabad Biryani Hotel, # 26, GROUND FLOOR, BEML 3RD STAGE, NEHRU ROAD, BANGALORE, B.B.M.P West, Karnataka-560098","Rajarajeshwari Nagar,Bangalore",restaurant,3.8,Enjoyed the meal — service could be a bit faster.,49,10
Sri Murugan Cafe,"Sri Murugan Cafe, 17, Nagavarapalya Main Rd, Nagavarapalya, C V Raman Nagar, Bengaluru, Karnataka 560093, India","CV Raman Nagar,Bangalore",restaurant,4.2,Very good food and good service. Would recommend.,49,8
The Dessert Heaven - Pure Veg,"The Dessert Heaven - Pure Veg, NO.90, 1ST FLOOR, D-GROUP LAYOUT, 1ST BLOCK, LINGADHEERANAHALLI, BANGALORE, R R Nagara , B.B.M.P West, Karnataka-560091","Basaveshwaranagar,Bangalore",restaurant,3.5,Nice place with tasty food. Slight issues with timing.,54,9
The Thick Shake Factory,"The Thick Shake Factory, 5th Floor, No 5AC 929 & 5BC 928, 1st Block Babusapalya, HRBR Layout, Kalyan Nagar, Bangalore-560043","Kammanahalli/Kalyan Nagar,Bangalore",restaurant,4.3,Very good food and good service. Would recommend.,49,8
The Foods Studio,"THE FOODS STUDIO, No 65, 1st main, Ayyappa Nagar, K RPuram Bengaluru- 560036, K R Puram,B.B.M.P East, Karnataka - 560036","Battarahalli,Bangalore",restaurant,4.0,Enjoyed the meal — service could be a bit faster.,49,10
Truecakes,"TrueCakes, #933, HERMAIN COMPLEX, OPP MC DONALD'S, 16TH MAIN ROAD, BTM LAYOUT 2ND STAGE, BANGALORE-560076","BTM,Bangalore",restaurant,4.2,Nice place with tasty food. Slight issues with timing.,54,9
Mamidi Traditional Andhra Cuisine,"Mamidi Traditional Andhra Cuisine, 136, 2nd Main Rd, KIADB Export Promotion Industrial Area, Whitefield, Bengaluru, Karnataka 560066, India","Whitefield,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Blue Tokai Coffee Roasters,"Blue Tokai Coffee Roasters, Blue Tokai Coffee Roasters, VR Mall, Devasandra Industrial Estate, Krishnarajapura, Bengaluru, Karnataka 560048","Mahadevpura,Bangalore",restaurant,4.6,Absolutely loved it — excellent taste and friendly staff.,57,9
Hari Om Chole Puri,"Hari Om Chole Puri, GF 10,smithdhara complex near gold coin vijay char rasta,commerce college road , navrangpura,ahmedabad,380009.","Navrangpura,Ahmedabad",restaurant,3.9,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Imperio Combo King,"IMPERIO COMBO KING, 2nd & 3rd floor, Municipal No: #193, M H Chandrappa, near Gowri Apartments, New Bel Road, Mathikere, Bengaluru -560054","Sanjay Nagar, New BEL Road,Bangalore",restaurant,3.8,Very good food and good service. Would recommend.,49,8
The Sweet Tooth,"The Sweet Tooth, 17 Whitefield Boulevard Seegehalli, Kadugodi, Bangalore East, Bangalore Urban (Karnataka), - 560067","Kadugodi,Bangalore",restaurant,2.0,Disappointed with the food quality and slow service.,52,8
The Landmark Cafe,"The Landmark Cafe, NO.109 1ST A CROSS KUNDALAHALLI, Mahadevapura , B.B.M.P East, Karnataka - 560037","Whitefield,Bangalore",restaurant,2.0,Bad experience; staff seemed rushed and inattentive.,52,7
Rolling Oven,"ROLLING OVEN, Rolling Oven, NO 1, 5TH A BLOCK, KORAMANGALA  BANGALORE, BTM Layout , B.B.M.P South,  Karnataka-560095","Koramangala,Bangalore",restaurant,2.0,Not great — food lacked taste and portions were small.,54,10
Goli Vada Pav,"Goli Vada Pav, #450, Shop No 1 Basement 80ft Road MCECHS Layout Dr Shivaramkaranth Nagar","Geddalahalli,Bangalore",restaurant,4.2,Enjoyed the meal — service could be a bit faster.,49,10
Zuk,"Zuk, Maninagar, Ahmedabad","Maninagar,Ahmedabad",restaurant,1.0,Worst experience. Would not recommend to anyone.,48,7
Mealicious,"Mealicious, 64/3E,TASTE AND TREATS, Nallurhalli, Whitefield, Bengaluru, Karnataka 560037, India","Whitefield,Bangalore",restaurant,3.9,Nice place with tasty food. Slight issues with timing.,54,9
Excelsior Bakery,"Excelsior bakery, 36,  Seppings Road,Shivajinagar,Bangalore-560001 Locality & Area: Shivajinagar,Bangalore Central City:  Bangalore","Central Bangalore,Bangalore",restaurant,4.3,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Rnr Biryani - Taste Of 1953,"RNR Biryani - Taste of 1953, Taste of 1953, No.4034,100Ft Road, Below Domlur Flyover, Near Nandhana Palace, Hal 2Nd Indiranagar, Bangalore 560095","Indiranagar,Bangalore",restaurant,4.2,Nice place with tasty food. Slight issues with timing.,54,9
The Hole In The Wall Cafe,"The Hole in the Wall Cafe, 1st Floor, Sherlock Pub's Building, 212/A 1ST MAIN ROAD,DOMLUR 2ND STAGE INDIRANAGAR","Indiranagar,Bangalore",restaurant,4.3,Nice place with tasty food. Slight issues with timing.,54,9
Hopshaus,"HOPSHAUS, #101 & 45, Whitefield main road, Narayanappa garden, Whitefield, Bangalore  560066","Whitefield,Bangalore",restaurant,3.9,Enjoyed the meal — service could be a bit faster.,49,10
Priyadarshini Grand,"Priyadarshini Grand, 315, Siddhaiah Puranik Road, Basaveshwara Nagar, Bangalore - 560020","Basaveshwaranagar,Bangalore",restaurant,4.4,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Cafe G - Holiday Inn Racecourse Bengaluru,"Cafe G - Holiday Inn Racecourse Bengaluru, Holiday Inn Bengaluru Racecourse, Seshadri Rd, Racecourse, Gandhi Nagar, Bengaluru, Karnataka 560009","Majestic,Bangalore",restaurant,3.0,Quality is inconsistent — had better visits before.,51,8
Uutopia Cafe,"Uutopia Cafe, 14","Whitefield,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Punjabi Darbar,"Punjabi Darbar, 53 anand reddy bulding near patalmma temple bala ji medical dhocor electronic city banglore 560100","Electronic City,Bangalore",restaurant,3.0,It was fine; price felt slightly high for the portion.,54,10
Cafe Soy,"Cafe Soy, Shruti Ventures, Chefkraft, No.150/3/113, 1st floor, 24th Main, 1st sector, HSR Layout, Agara,  Above prajwal rice traders, Opposite to Shree Mahalakshmi sweets, Bengaluru - 560102.","HSR,Bangalore",restaurant,4.1,Nice place with tasty food. Slight issues with timing.,54,9
Baha Superfoods,"BaHa Superfoods, faaso's, 49, 1st floor Above Dental clove 7th Main Rd, New Extension, NS Palya, Stage 2, BTM 2nd Stage, Bengaluru, Karnataka 560076","BTM,Bangalore",restaurant,4.0,Nice place with tasty food. Slight issues with timing.,54,9
Rotti Mane (Uttara Karnataka Food Store),"Rotti Mane (Uttara Karnataka Food Store), NO 811, GROUND FLOOR, SH NO 03, MANJUNATHA COMPLEX AREKERE MAIN ROAD, BANNERGHATTA ROAD, ITMB POST, BOMMANAHALLI, B.B.M.P SOUTH (KARNATAKA) - 560076","Arekere,Bangalore",restaurant,4.1,Very good food and good service. Would recommend.,49,8
Raghanna  Military  Hotel,"RAGHANNA  MILITARY  HOTEL, NO 23, 2ND CROSS, SAI GREEN APARTMENT ROAD, BABUSAPALYA, KALYAN NAGAR POST, OUTER RING ROAD, BENGALURU, K R Puram, B.B.M.P East, Karnataka - 560043","Kammanahalli/Kalyan Nagar,Bangalore",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Rotti Shotti,"Rotti Shotti, 1/C, Ground Floor, Patel Avenue, Near Gurudwara, Thaltej, Ahmedabad","Vastrapur,Ahmedabad",restaurant,4.0,Enjoyed the meal — service could be a bit faster.,49,10
Pandit Bhojanalaya,"Pandit Bhojanalaya, 16/3/75 Siddapura village Nallurahalli Main Road Whitefield Bangalore","Whitefield,Bangalore",restaurant,3.7,Enjoyed the meal — service could be a bit faster.,49,10
New Ambur Hot Dum Biriyani,"New Ambur Hot Dum Biriyani, 23rd Main, 3rd Sector, CA-12, 22nd Cross Rd, Near Narayana Hospital, Sector 3, HSR Layout, Bengaluru, Karnataka 560102, India","HSR,Bangalore",restaurant,3.0,Decent place but nothing special. Could improve.,48,7
Only Biryani & Kabab,"Only Biryani & Kabab, NADEEM'S KITCHEN NO. 33, 1st FLOOR-BACK HOUSE, 1st MAIN, KANAKANAGAR, R. T. NAGAR POST, BANGALORE , Hebbala , B.B.M.P North, Karnataka-560032","R.T. Nagar,Bangalore",restaurant,3.0,Quality is inconsistent — had better visits before.,51,8
Biryani Badshah,"Biryani Badshah, Shop No 1, # 68, 4th Cross, Near Samudaya Bhavan, Patel Balappa Layout, , B.B.M.P South, Karnataka-560030","Koramangala,Bangalore",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Thali Junction,"Thali Junction, 4402,ALKAPURI VELJIBHAI NO KUVO, MOTERA ROAD, SABARMATI","Naranpura,Ahmedabad",restaurant,2.0,"Below expectations, probably won't return soon.",47,6
Chai Paani 4 U,"Chai Paani 4 U, 118, Tavarekere Main Rd, Tavarekere, Narayan Gowda Layout, 1st Stage, BTM 1st Stage, Bengaluru, Karnataka 560029, India","BTM,Bangalore",restaurant,5.0,Amazing food and great service! Highly recommended.,51,7
Karavali Deluxe,"Karavali Deluxe, SC Road, OppositeYeshwantpur Circle, Yeshwantpur","Yeshwanthpur,Bangalore",restaurant,2.0,Service was unhelpful and waited too long.,42,7
Gourmet Ice Cream Cakes By Baskin Robbins,"Gourmet Ice Cream Cakes by Baskin Robbins, 93/2, Mosque Road, Next to Sweet Chariot, Frazer Town- 560005 LANDMARK:Next to Sweet chariot","Frazer Town,Bangalore",restaurant,4.0,Nice place with tasty food. Slight issues with timing.,54,9
Belgian Waffle Factory,"Belgian Waffle Factory, No 723, NES Service Road, A-Sector, Yelahanka New Town, Bangalore-560064","Yelahanka,Bangalore",restaurant,5.0,"Perfect meal, delicious and served quickly. Loved it!",53,8
Cafe Spark,"Cafe Spark, No. #15. 4th cross. 1st main. Maruthi nagar madiwala benglore 560068","BTM,Bangalore",restaurant,2.0,Not great — food lacked taste and portions were small.,54,10
Manjushree Upahar A A Taste Of Udupi,"Manjushree UPAHAR a a taste of Udupi, Kithaganur Main Rd, Parvathinagar, Medahalli, Bengaluru, Karnataka 560049, India","Battarahalli,Bangalore",restaurant,5.0,Amazing food and great service! Highly recommended.,51,7
Glen'S Bakehouse,"Glen's Bakehouse, GLENS BAKE HOUSE, 88 MGECHBS, RMV 2ND STAGE 80 FEET ROAD, DEVASANDRA, BANGALORE - 560094","Sanjay Nagar, New BEL Road,Bangalore",restaurant,4.3,Good experience overall. Worth a repeat visit.,46,7
Sufi Biriyani Point,"Sufi Biriyani Point, No.53,Ex-Service man colony,R T Nagar,Bangalore560032","Sanjay Nagar, New BEL Road,Bangalore",restaurant,2.0,Service was unhelpful and waited too long.,42,7
Hot Tandoor,"Hot Tandoor, 27, Vishveswaraya road, BTM 6th stage, Bannerghatta Main Rd, near Sai Baba temple, Nyanapanahalli, Royal Residency Layout, J. P. Nagar, Bengaluru, Karnataka 560076, India","Arekere,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Divine Food Court,"Divine Food Court, My Green Garden?? 11/3, 7th cross, Kanakapura Rd, Manjunatha Nagar, Raghuvanahalli, Subramanyapura, Bengaluru, Karnataka 560062, India","Kanakapura Road,Bangalore",restaurant,5.0,"Fantastic experience, will visit again. Great ambience too.",59,8
Nanda'S,"Nanda's, 1558 19th main HSR layout sector 1 Bangalore 560102","HSR,Bangalore",restaurant,4.0,Enjoyed the meal — service could be a bit faster.,49,10
Mangalore Lunch Home,"Mangalore Lunch Home, No.82, Tavarekere Main Road, Bangalore- 560029","BTM,Bangalore",restaurant,4.0,Good experience overall. Worth a repeat visit.,46,7
Samosa Party Fast Food,"Samosa party fast food, 305 front side yellow colour Belding 10th main 10cross Kasi nagar yalachnahalli JP nagar Post kanakpura main road Bangalore 560078","Kanakapura Road,Bangalore",restaurant,2.0,"Below expectations, probably won't return soon.",47,6
Season,"SEASON, No 2/4, Adarsh Hamilton, Langford Garden Road, Bangalore,Shivaji Nagara, BBMP East ( Karnataka) - 560025","Central Bangalore,Bangalore",restaurant,3.0,"Food was okay, average experience.",34,5
Kitchens Of Punjab,"Kitchens of Punjab, M/s. KITCHENS OF PUNJAB / GIGU HOSPITALITY PVT LTD / ORION AVENUE MALL,SHOP # OE TF RESTAURANT 4,3RD FLOOR,NO.10/34,BANASWADI MAIN ROAD,MARUTHI SEVANAGAR,BANGALORE-560033, B.B.M.P East, Karnataka-5600","Kammanahalli/Kalyan Nagar,Bangalore",restaurant,4.2,Nice place with tasty food. Slight issues with timing.,54,9
Kreme Delight,"Kreme Delight, Vasavi kitchens, unit 13 1st floor, arya hub mall Hope farm junction, Whitefield, Bengaluru 560066","Whitefield,Bangalore",restaurant,3.1,Decent place but nothing special. Could improve.,48,7
Hammered New Bel Road,"hammered new bel road, BBMP NO 1, PID NO 99-161-1, OLD NO 56/2, SITUATED AT 80 FEET ROAD, SHETTYAPPA COMPOUND, ASHWATH NAGAR, ARAMANE NAGAR, GEDDALAHALLI, BANGALORE, Yeshwanthapura , B.B.M.P North, Karnataka-560094","Yeshwanthpur,Bangalore",restaurant,3.0,"Food was okay, average experience.",34,5
Coco Barista,"Coco barista, 7th cross, 18th main, opposite Canara bank, BTM 2nd stage, Bangalore 76","BTM,Bangalore",restaurant,1.0,Very bad food and rude staff. Avoid this place.,47,9
Momo Street,"MOMO STREET, NO 55/1 SHIRIDI SAI LAYOUT NEAR SAI  BABA TEMPLE ROAD MUNEKOLALU  MARATHALLI , Mahadevapura , B.B.M.P  East, Karnataka-560037","Kadubeesanahalli,Bangalore",restaurant,4.0,Enjoyed the meal — service could be a bit faster.,49,10
Big Bunny,"Big Bunny, 228, 26th Main Rd, near Corporation Bank, 4th T Block East, Jayanagara 9th Block, Jayanagar, Bengaluru, Karnataka 560069, India","Jayanagar,Bangalore",restaurant,4.0,Nice place with tasty food. Slight issues with timing.,54,9
Karavali Fish Land,"Karavali Fish Land, 774, 80 Feet Rd, 3rd Block, Banashankari 3rd Stage, Banashankari, Bengaluru, Karnataka 560050, India","Banashankari,Bangalore",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Asian Culture,"ASIAN CULTURE, Site No. 1, Khata No. 262/2 of Kothanur Village, K R Puram Hobli, Bangalore, Mahadevapura , B.B.M.P East, Karnataka-560077","Geddalahalli,Bangalore",restaurant,4.0,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Crazy Momos,"Crazy Momos, easy Hiper market, Neeladri Rd, Electronics City Phase 1, Bettadasanapura, Bengaluru, Karnataka 560100, India","Electronic City,Bangalore",restaurant,5.0,Absolutely loved it — excellent taste and friendly staff.,57,9
Momo Guy,"Momo Guy, STAR BOY PIZZA SHOP NO.-6 K B ROYAL HOMES OPPSITE SWATI RESIDENCY 5 , Chandkheramotera(West Zone), Ahmedabad Municipal Corporation, Ahmedabad, Gujarat - 382424","Chandkheda,Ahmedabad",restaurant,2.0,Service was unhelpful and waited too long.,42,7
Kunafa World,"Kunafa World, 53, 80 Feet Road, new bel road devasandra layout bangalore","Sanjay Nagar, New BEL Road,Bangalore",restaurant,4.4,Tasty dishes and pleasant ambience. Minor delays though.,56,8
Andhra Biryani Bowl,"ANDHRA BIRYANI BOWL, M-22,ground floor ,10th main road, Jeevan bima nagar Banglore 560075.","Indiranagar,Bangalore",restaurant,5.0,Amazing food and great service! Highly recommended.,51,7
Ghar Ka Tadka,"Ghar Ka Tadka, No. 504, 2nd Floor, 6th Cross, 6th Block, Above Apollo Pharmacy, Koramangala, Bangalore 560095","Koramangala,Bangalore",restaurant,4.0,Very good food and good service. Would recommend.,49,8
Ananbhav'S Creations(Abc),"AnanBhav's Creations(ABC), NO 673 OPP DR RAJKUMAR PARK KAMMANAHALLI SARVAGNA NAGAR BANGALORE","Kammanahalli/Kalyan Nagar,Bangalore",restaurant,2.0,Disappointed with the food quality and slow service.,52,8
Nandasree,"Nandasree, Nandasree Restaurant, Basavanapura Main Road, Gayathri Layout, Vijaya Bank Colony, Gokula Layout, Krishnarajapura, Bengaluru, Karnataka, India","Battarahalli,Bangalore",restaurant,3.9,Very good food and good service. Would recommend.,49,8
Mak Green Garden,"MAK Green Garden, PLOT NO 50/4, HOSUR MAIN ROAD, YADAVANAHALLI (V) ATTIBELE, ANEKAL(T), BENGALURU, Bangalore Urban, Karnataka","Electronic City,Bangalore",restaurant,3.0,"Neutral feelings. Some dishes were good, some not.",50,8
Jalaram Khaman House,"Jalaram Khaman House, 26, Sardar Patel Complex, Near Anmol Tower, Shastrinagar, Naranpura, Ahmedabad","Ghatlodia,Ahmedabad",restaurant,4.2,Enjoyed the meal — service could be a bit faster.,49,10
Brahmins Chats And Fast Food,"BRAHMINS CHATS And FAST FOOD, Elite Grandeur Apartments, Devarchikkanahalli road, Bilkehalli, BDA Layout BTM 4th Stage, Bengaluru, Karnataka 560076, India","Arekere,Bangalore",restaurant,4.2,Enjoyed the meal — service could be a bit faster.,49,10
